"Course Code","Course Instructor","Registered Students","Exam slot","Data"
"MA 849","Swapneel A. Mahajan","12","15","15A-MA-113-19:00:00-20:25:0015B-MA-113-19:00:00-20:25:00"
"MA 854","M. Vanninathan","5","1","1A-MA-210-08:30:00-09:25:001B-MA-210-09:30:00-10:25:001C-MA-210-10:35:00-11:30:00"
"MA 855","Nataraj Neela","6","5","5B-MA-210-09:30:00-10:55:005A-MA-210-09:30:00-10:55:00"
"MA 861","Niranjan  Balachandran","1","12","12A-MA-113-17:30:00-18:55:0012B-MA-113-17:30:00-18:55:00"
"MA401-T LINEAR ALGEBRA","","","",""
"MA403-MINOR REAL ANALYSIS","","","",""
"MA403-MINOR T REAL ANALYSIS","","","",""
"MA403-T REAL ANALYSIS","","","",""
"MA417 ORDINARY DIFFERENTIAL EQUATIONS","","","",""
"MA417 T ORDINARY DIFFERENTIAL EQUATIONS","","","",""
"MA419- MINOR/MA419 BASIC ALGEBRA","","","",""
"MA419-T BASIC ALGEBRA","","","",""
"MA503 FUNCTIONAL ANALYSIS","","","",""
"MA5101","Saurav Bhaumik","5","3","3A-MA-118-10:35:00-11:30:003C-MA-118-08:30:00-09:25:003B-MA-118-11:35:00-12:30:00"
"MA5102","Rekha Santhanam","12","12","12A-MA-114-17:30:00-18:55:0012B-MA-114-17:30:00-18:55:00"
"MA5109","Niranjan  Balachandran","26","11","11B-MA-118-15:30:00-16:55:0011A-MA-118-15:30:00-16:55:00"
"MA515 PARTIAL DIFFERENTIAL EQUATIONS","","","",""
"MA515-T PARTIAL DIFFERENTIAL EQUATIONS","","","",""
"MA521 THEORY OF ANALYTIC FUNCTIONS","","","",""
"MA523 BASIC NUMBER THEORY","","","",""
"MA533 ADVANCED PROBABILITY THEORY","","","",""
"MA538 REPRESENTATION THEORY OF FINITE GROUPS","","","",""
"MA792 COMMUNICATION SKILLS ? II (DEPARTMENTAL COMPONENTS)","","","",""
"MA811 ALGEBRA - I","","","",""
"MA813 MEASURE THEORY","","","",""
"MA815 DIFFERENTIAL TOPOLOGY","","","",""
"MA817 PARTIAL DIFFERENTIAL EQUATIONS - I","","","",""
"MA821 THEORY OF ESTIMATION","","","",""
"MA833 WEAK CONVERGENCE & MARTINGALE THEORY","","","",""
"MA843 TOPICS IN ANALYSIS I","","","",""
"MA849 TOPICS IN TOPOLOGY I","","","",""
"MA854 TOPICS IN DIFFERENTIAL EQUATIONS II","","","",""
"MA855 TOPICS IN NUMERICAL ANALYSIS I","","","",""
"MA861 COMBINATORICS-I","","","",""
"ME 102","Iyer Kannan N.","28","8","8B-LT 104-14:00:00-15:25:008A-LT 104-14:00:00-15:25:00"
"ME 113","De Amitava","48","L",""
"ME 113","De Amitava","40","L",""
"ME 113","De Amitava","56","L",""
"ME 113","De Amitava","68","L",""
"ME 113","De Amitava","71","L",""
"ME 113","De Amitava","70","L",""
"ME 113","De Amitava","54","L",""
"ME 119","Amber Shrivastava","42","L","6A-LA 301-11:05:00-12:30:009B-LA 301-15:30:00-16:55:00"
"ME 119","Vedula R.P.","81","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Pradeep Dixit","72","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Amitabh Bhattacharya","80","L","9B-LA 301-15:30:00-16:55:00"
"ME 119","Amber Shrivastava","81","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Vedula R.P.","42","L","6A-LA 301-11:05:00-12:30:009B-LA 301-15:30:00-16:55:00"
"ME 119","Amitabh Bhattacharya","72","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Pradeep Dixit","80","L","9B-LA 301-15:30:00-16:55:00"
"ME 119","Vedula R.P.","72","L","6A-LA 301-11:05:00-12:30:006B-LA 301-11:05:00-12:30:00"
"ME 119","Vivek Sangwan","72","L","6A-LA 301-11:05:00-12:30:006B-LA 301-11:05:00-12:30:00"
"ME 119","Amber Shrivastava","80","L","9B-LA 301-15:30:00-16:55:00"
"ME 119","Amitabh Bhattacharya","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Vedula R.P.","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Vivek Sangwan","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Pradeep Dixit","44","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Amber Shrivastava","44","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Guha Anirban","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Pradeep Dixit","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Amber Shrivastava","30","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Amitabh Bhattacharya","44","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Vedula R.P.","44","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Amber Shrivastava","72","L","6B-LA 301-11:05:00-12:30:00"
"ME 119","Pradeep Dixit","42","L","6A-LA 301-11:05:00-12:30:009B-LA 301-15:30:00-16:55:00"
"ME 119","Amitabh Bhattacharya","81","L","9A-LA 301-15:30:00-16:55:00"
"ME 119","Vedula R.P.","80","L","9B-LA 301-15:30:00-16:55:00"
"ME 119","Amitabh Bhattacharya","42","L","6A-LA 301-11:05:00-12:30:009B-LA 301-15:30:00-16:55:00"
"ME 119","Guha Anirban","72","L","6A-LA 301-11:05:00-12:30:006B-LA 301-11:05:00-12:30:00"
"ME 119","Pradeep Dixit","81","L","9A-LA 301-15:30:00-16:55:00"
"ME 201","Tanmay  K. Bhandakkar","13","5","5B-LH 301-09:30:00-10:55:005A-LH 301-09:30:00-10:55:00"
"ME 201","Maiti S.K.","80","3","3B-LH 101-11:35:00-12:30:003C-LH 101-08:30:00-09:25:003A-LH 101-10:35:00-11:30:00"
"ME 201","Tanmay  K. Bhandakkar","72","5","5B-LH 301-09:30:00-10:55:005A-LH 301-09:30:00-10:55:00"
"ME 209","Neeraj Kumbhakarna","81","1","1A-LH 302-08:30:00-09:25:001C-LH 302-10:35:00-11:30:001B-LH 302-09:30:00-10:25:00"
"ME 209","Rane Milind","72","1","1C-LC 002-10:35:00-11:30:001B-LC 002-09:30:00-10:25:001A-LC 002-08:30:00-09:25:00"
"ME 219","I17141 - Abhilash Chandy","","","XC-LA 101-17:30:00-18:55:00"
"ME 219","Arindrajit Chaudhari","1","5","5B-LH 101-09:30:00-10:55:005A-LH 101-09:30:00-10:55:00"
"ME 219","Abhilash Chandy","89","6","6B-SMAG11-11:05:00-12:30:006A-SMAG11-11:05:00-12:30:00"
"ME 219","Rajneesh Bhardwaj","62","6","6B-LH 301-11:05:00-12:30:006A-LH 301-11:05:00-12:30:00"
"ME 219","I12048 - Rajneesh Bhardwaj","","","XC-LA 101-17:30:00-18:55:00"
"ME 219","I10038 - Arindrajit A. Chowdhury","","","XC-LT 201-17:30:00-18:55:00"
"ME 307","Sandip  Kumar Saha","79","L","L3-WO-G01-14:00:00-16:55:00"
"ME 307","Vedula R.P.","79","L","L3-WO-G01-14:00:00-16:55:00"
"ME 307","Arunkumar Sridharan","73","L","L2-WO-G01-14:00:00-16:55:00"
"ME 307","Arindrajit Chaudhari","73","L","L2-WO-G01-14:00:00-16:55:00"
"ME 311","Vivek Sangwan","77","1","1A-LC 101-08:30:00-09:25:001C-LC 101-10:35:00-11:30:001B-LC 101-09:30:00-10:25:00"
"ME 311","Gandhi Prasanna S.","77","1","1C-LC 101-10:35:00-11:30:001B-LC 101-09:30:00-10:25:001A-LC 101-08:30:00-09:25:00"
"ME 311","Shashikanth S.","90","1","1C-CC 101-10:35:00-11:30:001B-CC 101-09:30:00-10:25:001A-CC 101-08:30:00-09:25:00"
"ME 338","Amber Shrivastava","2","5","5A-LH 102-09:30:00-10:55:005B-LH 102-09:30:00-10:55:00"
"ME 338","Rakesh G. Mote","2","5","5B-LH 102-09:30:00-10:55:005A-LH 102-09:30:00-10:55:00"
"ME 338","Pande S.S.","119","6","6A-LC 201-11:05:00-12:30:006B-LC 201-11:05:00-12:30:00"
"ME 338","Pradeep Dixit","35","5","5A-LH 102-09:30:00-10:55:005B-LH 102-09:30:00-10:55:00"
"ME 338","S. S. Joshi","119","6","6A-LC 201-11:05:00-12:30:006B-LC 201-11:05:00-12:30:00"
"ME 338","R.K.Singh","119","6","6A-LC 201-11:05:00-12:30:006B-LC 201-11:05:00-12:30:00"
"ME 338","Rakesh G. Mote","35","5","5A-LH 102-09:30:00-10:55:005B-LH 102-09:30:00-10:55:00"
"ME 338","Amber Shrivastava","35","5","5B-LH 102-09:30:00-10:55:005A-LH 102-09:30:00-10:55:00"
"ME 338","Pradeep Dixit","2","5","5A-LH 102-09:30:00-10:55:005B-LH 102-09:30:00-10:55:00"
"ME 346","Atul Srivastava","84","2","2C-SMA210-11:35:00-12:30:002B-SMA210-10:35:00-11:30:002A-SMA210-09:30:00-10:25:00"
"ME 346","Gaitonde U.N.","75","2","2B-SMAG11-10:35:00-11:30:002C-SMAG11-11:35:00-12:30:002A-SMAG11-09:30:00-10:25:00"
"ME 374","Rakesh G. Mote","73","L","L4-ME-G14-14:00:00-16:55:00"
"ME 374","Date P.P.","73","L","L4-ME-G14-14:00:00-16:55:00"
"ME 374","De Amitava","79","L","L1-ME-G14-14:00:00-16:55:00"
"ME 409","De Amitava","18","L",""
"ME 409","Karunakaran K.P.","18","L",""
"ME 409","Asim Tewari","18","L",""
"ME 409","Pande S.S.","18","L",""
"ME 409","Sushil Mishra","18","L",""
"ME 409","Shyamprasad Karagadde","18","L",""
"ME 409","Alankar Alankar","18","L",""
"ME 410","Amit Agrawal","8","9","9B-LC 301-15:30:00-16:55:009A-LC 301-15:30:00-16:55:00"
"ME 415","Sharma Atul","84","15","15A-LC 001-19:00:00-20:25:0015B-LC 001-19:00:00-20:25:00"
"ME 423","I12053 - Parag Tandaiya","","","XC-LC 201-17:30:00-18:55:00"
"ME 423","I16336 - Shantanu Tripathi","","","XC-SMA113-17:30:00-18:55:00"
"ME 423","Parag Tandaiya","86","4","4C-LC 201-09:30:00-10:25:004B-LC 201-08:30:00-09:25:004A-LC 201-11:35:00-12:30:00"
"ME 423","Shantanu Tripathi","74","4","4A-SMAG11-11:35:00-12:30:004C-SMAG11-09:30:00-10:25:004B-SMAG11-08:30:00-09:25:00"
"ME 441","Sreedhara Sheshadri","110","L",""
"ME 441","Atul Srivastava","48","L",""
"ME 441","Iyer Kannan N.","48","L",""
"ME 441","Gaitonde U.N.","48","L",""
"ME 441","Shankar Krishnan","110","L",""
"ME 441","Neeraj Kumbhakarna","110","L",""
"ME 441","Rane Milind","110","L",""
"ME 601","Krishna Jonnalagadda","48","3","3B-SMA206-11:35:00-12:30:003C-SMA206-08:30:00-09:25:003A-SMA206-10:35:00-11:30:00"
"ME 603","V. Kartik","43","9","9B-ME-F26-15:30:00-16:55:009A-ME-F26-15:30:00-16:55:00"
"ME 603","Guha Anirban","43","9","9B-ME-F26-15:30:00-16:55:009A-ME-F26-15:30:00-16:55:00"
"ME 617","Karunakaran K.P.","143","12","12A-LC 102-17:30:00-18:55:0012B-LC 102-17:30:00-18:55:00"
"ME 639","Abhishek  Gupta","13","6","6A-LT 302-11:05:00-12:30:006B-LT 302-11:05:00-12:30:00"
"ME 645","Pradeep Dixit","36","12","12B-LT 303-17:30:00-18:55:0012A-LT 303-17:30:00-18:55:00"
"ME 649","S. S. Joshi","33","4","4A-F 26-11:35:00-12:30:004C-F 26-09:30:00-10:25:004B-F 26-08:30:00-09:25:00"
"ME 649","Date P.P.","33","4","4C-F 26-09:30:00-10:25:004A-F 26-11:35:00-12:30:004B-F 26-08:30:00-09:25:00"
"ME 651","Amitabh Bhattacharya","61","13","13B-LC 201-19:00:00-20:25:0013A-LC 201-19:00:00-20:25:00"
"ME 659","Sushil Mishra","42","10","10B-LT 304-14:00:00-15:25:0010A-LT 304-14:00:00-15:25:00"
"ME 659","Ravi B.","42","10","10B-LT 304-14:00:00-15:25:0010A-LT 304-14:00:00-15:25:00"
"ME 661","M.D.Atrey","41","11","11B-LT 204-15:30:00-16:55:0011A-LT 204-15:30:00-16:55:00"
"ME 662","Arunkumar Sridharan","37","6","6A-LT 105-11:05:00-12:30:006B-LT 105-11:05:00-12:30:00"
"ME 663","Shankar Krishnan","70","7","7B-SMAG11-08:30:00-09:25:007A-SMAG11-08:30:00-09:25:00"
"ME 669","De Amitava","52","5","5A-LT 005-09:30:00-10:55:005B-LT 005-09:30:00-10:55:00"
"ME 673","Sridhar Balasubramanian","106","5","5B-LC 202-09:30:00-10:55:005A-LC 202-09:30:00-10:55:00"
"ME 678","Bhalchandra Puranik","26","7","7B-F 26-08:30:00-09:25:007A-F 26-08:30:00-09:25:00"
"ME 681","Bapat S.L.","29","7","7A-LT 201-08:30:00-09:25:007B-LT 201-08:30:00-09:25:00"
"ME 704","Sandip  Kumar Saha","73","12","12B-SMA113-17:30:00-18:55:0012A-SMA113-17:30:00-18:55:00"
"ME 711","Babu A. Subash","35","6","6B-CC 101-11:05:00-12:30:006A-CC 101-11:05:00-12:30:00"
"ME 721","V. Kartik","29","L4","L4--14:00:00-16:55:00"
"ME 734","Manik Dhanesh","14","5","5B-ME-F26-09:30:00-10:55:005A-ME-F26-09:30:00-10:55:00"
"ME 735","Pande S.S.","30","2","2A-LT 201-09:30:00-10:25:002C-LT 201-11:35:00-12:30:002B-LT 201-10:35:00-11:30:00"
"ME 758","Amit Agrawal","11","9","9A-LC 301-15:30:00-16:55:009B-LC 301-15:30:00-16:55:00"
"ME 769","Sreedhara Sheshadri","60","9","9B-LC 101-15:30:00-16:55:009A-LC 101-15:30:00-16:55:00"
"ME 773","Makarand S. Kulkarni","28","1","1C-LT 204-10:35:00-11:30:001A-LT 204-08:30:00-09:25:001B-LT 204-09:30:00-10:25:00"
"ME 774","Amol A. Gokhale","9","9","9B-LT 201-15:30:00-16:55:009A-LT 201-15:30:00-16:55:00"
"ME 775","Alankar Alankar","21","6","6A-LT 201-11:05:00-12:30:006B-LT 201-11:05:00-12:30:00"
"ME 778","Shyamprasad Karagadde","16","9","9A-LT 301-15:30:00-16:55:009B-LT 301-15:30:00-16:55:00"
"ME 781","Asim Tewari","105","6","6B-LH 101-11:05:00-12:30:006A-LH 101-11:05:00-12:30:00"
"ME 781","Vinay Kulkarni","105","6","6A-LH 101-11:05:00-12:30:006B-LH 101-11:05:00-12:30:00"
"ME 781","Makarand S. Kulkarni","105","6","6B-LH 101-11:05:00-12:30:006A-LH 101-11:05:00-12:30:00"
"ME 782","Salil Kulkarni","40","6","6A-LT 301-11:05:00-12:30:006B-LT 301-11:05:00-12:30:00"
"ME 792","Upendra Bhandarkar","32","",""
"ME 792","D.N. Pawaskar","23","8","8A-LT 301-14:00:00-15:25:008B-LT 301-14:00:00-15:25:00"
"ME 792","Ravi B.","19","8","8B-ME-F26-14:00:00-15:25:008A-ME-F26-14:00:00-15:25:00"
"ME6102","Gandhi Prasanna S.","20","8","8B-SMAG11-14:00:00-15:25:008A-SMAG11-14:00:00-15:25:00"
"ME6110","Rakesh G. Mote","13","13","13A-LT 201-19:00:00-20:25:0013B-LT 201-19:00:00-20:25:00"
"MG 401","Arti D Kalro","46","5",""
"MG 401","Dinesh Sharma","46","5",""
"MG 403","S.V.D.Nageswara Rao","44","5",""
"MG 403","Varadraj B. Bapat","44","5",""
"MG 407","A. Ghosh","40","5",""
"MM 201","Vitta Satish","111","1","1B-LC 201-09:30:00-10:25:001C-LC 201-10:35:00-11:30:001A-LC 201-08:30:00-09:25:00"
"MM 207","Parag Bhargava","173","9","9A-LH 301-15:30:00-16:55:009B-LH 301-15:30:00-16:55:00"
"MM 209","Aswani Yella","55","3","3A-SMA113-10:35:00-11:30:003B-SMA113-11:35:00-12:30:003C-SMA113-08:30:00-09:25:00"
"MM 209","I15082 - Aswani Yella","","","7B-LC 302-08:30:00-09:25:00"
"MM 209","Ballal N.B.","73","3","3C-LC 301-08:30:00-09:25:003B-LC 301-11:35:00-12:30:003A-LC 301-10:35:00-11:30:00"
"MM 209","121032 - N B. Ballal","","","7B-LC 301-08:30:00-09:25:00"
"MM 215","Titas Dasgupta","62","L",""
"MM 215","Aswani Yella","42","L",""
"MM 215","Aswani Yella","62","L",""
"MM 215","Titas Dasgupta","42","L",""
"MM 215","Khosla N.K.","62","L",""
"MM 215","Khosla N.K.","42","L",""
"MM 217","Shobha Shukla","125","11","11B-LH 102-15:30:00-16:55:0011A-LH 102-15:30:00-16:55:00"
"MM 220","M.P. Gururajan","12","L",""
"MM 220","M.P. Gururajan","91","L",""
"MM 220","Prita Pant","91","L",""
"MM 220","Prita Pant","12","L",""
"MM 220/2(MPG)","","","",""
"MM 305","N. Venkataramani","112","1","1A-LC 301-08:30:00-09:25:001B-LC 301-09:30:00-10:25:001C-LC 301-10:35:00-11:30:00"
"MM 312","Samajdar I.","13","L",""
"MM 312","MJNV Prasad","87","L",""
"MM 312","MJNV Prasad","13","L",""
"MM 312","Samajdar I.","87","L",""
"MM 325","Prabhu N.","128","12","12B-LC 301-17:30:00-18:55:0012A-LC 301-17:30:00-18:55:00"
"MM 325","121053 - Nithyanand Prabhu","","","14A-LC 301-17:30:00-18:55:00"
"MM 327","I16280 - Nagamani Jaya Balila","","","14B-LC 302-17:30:00-18:55:00"
"MM 327","Nagamani J. Balila","133","2","2B-LC 001-10:35:00-11:30:002C-LC 001-11:35:00-12:30:002A-LC 001-09:30:00-10:25:00"
"MM 362","Aparna Singh","14","L",""
"MM 362","Aparna Singh","90","L",""
"MM 396","Sumit Saxena","68","",""
"MM 409","Ajay Singh Panwar","44","6","6B-MT-103-11:05:00-12:30:006A-MT-103-11:05:00-12:30:00"
"MM 409 (ASP)","","","",""
"MM 409(ASP)","","","",""
"MM 433","Dipti Gupta","103","8","8A-LC 001-14:00:00-15:25:008B-LC 001-14:00:00-15:25:00"
"MM 433","Bahadur D.","103","8","8A-LC 001-14:00:00-15:25:008B-LC 001-14:00:00-15:25:00"
"MM 435","Khosla N.K.","97","L",""
"MM 435","Khosla N.K.","8","L",""
"MM 439","Somnath Basu","118","3","3A-LC 001-10:35:00-11:30:003C-LC 001-08:30:00-09:25:003B-LC 001-11:35:00-12:30:00"
"MM 451","Khosla N.K.","96","1","1C-LC 202-10:35:00-11:30:001B-LC 202-09:30:00-10:25:001A-LC 202-08:30:00-09:25:00"
"MM 452","Amartya Mukhopadhyay","12","6","6B-MT-117-11:05:00-12:30:006A-MT-117-11:05:00-12:30:00"
"MM 452","Rajiv Asthana","12","6","6A-MT-117-11:05:00-12:30:006B-MT-117-11:05:00-12:30:00"
"MM 452/2 (RA)","","","",""
"MM 453","Arup R. Bhattacharyya","132","4","4B-LC 001-08:30:00-09:25:004C-LC 001-09:30:00-10:25:004A-LC 001-11:35:00-12:30:00"
"MM 474","Dusane Rajiv O.","29","14","14A-MT-131-17:30:00-18:55:0014B-MT-131-17:30:00-18:55:00"
"MM 474 (ROD)","","","",""
"MM 477","Sudhanshu Mallick","24","9","9A-MT-103-15:30:00-16:55:009B-MT-103-15:30:00-16:55:00"
"MM 477 (SM)","","","",""
"MM 492","Sudhanshu Mallick","4","",""
"MM 611","Narsimhan K.","29","LX","LX--14:00:00-16:55:00"
"MM 611","N.N.Viswanathan","29","LX","LX--14:00:00-16:55:00"
"MM 611","Samajdar I.","29","LX","LX--14:00:00-16:55:00"
"MM 621","Samajdar I.","32","1","1A-MT-102-08:30:00-09:25:001B-MT-102-09:30:00-10:25:001C-MT-102-10:35:00-11:30:00"
"MM 621 (IS)","","","",""
"MM 641","Narsimhan K.","23","8","8B-MT-131-14:00:00-15:25:008A-MT-131-14:00:00-15:25:00"
"MM 641 (KN)","","","",""
"MM 651","Prasanna T.R.S.","65","3","3B-MT-103-11:35:00-12:30:003C-MT-103-08:30:00-09:25:003A-MT-103-10:35:00-11:30:00"
"MM 651 (TRSP)","","","",""
"MM 654","Amartya Mukhopadhyay","74","4","4C-LC 102-09:30:00-10:25:004B-LC 102-08:30:00-09:25:004A-LC 102-11:35:00-12:30:00"
"MM 654","MJNV Prasad","74","4","4B-LC 102-08:30:00-09:25:004C-LC 102-09:30:00-10:25:004A-LC 102-11:35:00-12:30:00"
"MM 654/2 (AM)","","","",""
"MM 659","N.N.Viswanathan","43","5","5A-MT-103-09:30:00-10:55:005B-MT-103-09:30:00-10:55:00"
"MM 659 (ASK)","","","",""
"MM 659 (NNV)","","","",""
"MM 680","K. Bhanumurthy","24","6","6A-MT-102-11:05:00-12:30:006B-MT-102-11:05:00-12:30:00"
"MM 680 (KB)","","","",""
"MM 685","Sumit Saxena","30","9","9A-MT-102-15:30:00-16:55:009B-MT-102-15:30:00-16:55:00"
"MM 685 (SUS)","","","",""
"MM 694","Somnath Basu","19","",""
"MM 695","Khanna A. S.","19","6","6A-MT-131-11:05:00-12:30:006B-MT-131-11:05:00-12:30:00"
"MM 695 (ASK)","","","",""
"MM 699","Smrutiranjan Parida","18","L3","L3--14:00:00-16:55:00"
"MM 699","Raja V. S.","18","L3","L3--14:00:00-16:55:00"
"MM 709","Khanna A. S.","20","10","10B-MT-131-14:00:00-15:25:0010A-MT-131-14:00:00-15:25:00"
"MM 709","J Rangarajan","20","10","10B-MT-131-14:00:00-15:25:0010A-MT-131-14:00:00-15:25:00"
"MM 709 (AS)","","","",""
"MM 713","Raja V. S.","22","5","5A-MA-G06-09:30:00-10:55:005B-MA-G06-09:30:00-10:55:00"
"MM 720","Dipti Gupta","25","14","14A-MT-102-17:30:00-18:55:0014B-MT-102-17:30:00-18:55:00"
"MM 720 (DG)","","","",""
"MM 722","Ajay Singh Panwar","19","11","11A-MT-117-15:30:00-16:55:0011B-MT-117-15:30:00-16:55:00"
"MM 722 (ASP)","","","",""
"MM 723","Titas Dasgupta","24","12","12A-MT-131-17:30:00-18:55:0012B-MT-131-17:30:00-18:55:00"
"MM 723 (TD)","","","",""
"MM 723(TD)","","","",""
"MM 724","Dinkar S. Patil","23","9","9B-MT-131-15:30:00-16:55:009A-MT-131-15:30:00-16:55:00"
"MM 724 (DSP)","","","",""
"MM 725","Aparna Singh","9","11","11B-MT-102-15:30:00-16:55:0011A-MT-102-15:30:00-16:55:00"
"MM 725 (AS)","","","",""
"MM 729","Smrutiranjan Parida","21","2","2C-MT-103-11:35:00-12:30:002A-MT-103-09:30:00-10:25:002B-MT-103-10:35:00-11:30:00"
"MM 729","Raja V. S.","21","2","2A-MT-103-09:30:00-10:25:002B-MT-103-10:35:00-11:30:002C-MT-103-11:35:00-12:30:00"
"MM 729/2 (SP)","","","",""
"MM 730","Prita Pant","29","5","5B-MT-102-09:30:00-10:55:005A-MT-102-09:30:00-10:55:00"
"MM 730 (PP)","","","",""
"MM 731","Dinkar S. Patil","38","L2","L2--14:00:00-16:55:00"
"MM 731","Vitta Satish","38","L2","L2--14:00:00-16:55:00"
"MM 732","Ashutosh Gandhi","106","2","2C-GL-G12-11:35:00-12:30:002A-GL-G12-09:30:00-10:25:002B-GL-G12-10:35:00-11:30:00"
"MM 733","Ashutosh Gandhi","52","2","2C-GL-G12-11:35:00-12:30:002B-GL-G12-10:35:00-11:30:002A-GL-G12-09:30:00-10:25:00"
"MM 734","Kulkarni Ajit R.","20","2","2C-MT-131-11:35:00-12:30:002B-MT-131-10:35:00-11:30:002A-MT-131-09:30:00-10:25:00"
"MM 734 (ARK)","","","",""
"MM 735","Somnath Basu","18","2","2B-CC 101-10:35:00-11:30:002A-CC 101-09:30:00-10:25:002C-CC 101-11:35:00-12:30:00"
"MM 737","Kulkarni Ajit R.","30","1","1B-MT-131-09:30:00-10:25:001A-MT-131-08:30:00-09:25:001C-MT-131-10:35:00-11:30:00"
"MM 737","I09074 - Mogadalai P. Gururajan","","","7A-MT-103-08:30:00-09:25:00"
"MM 737","671006 - Ajit R. Kulkarni","","","7A-MT-103-08:30:00-09:25:00"
"MM 737","M.P. Gururajan","30","1","1A-MT-131-08:30:00-09:25:001B-MT-131-09:30:00-10:25:001C-MT-131-10:35:00-11:30:00"
"MM 737 (MPG)","","","",""
"MM 738","M.P. Gururajan","30","1","1C-MT-103-10:35:00-11:30:001B-MT-103-09:30:00-10:25:001A-MT-103-08:30:00-09:25:00"
"MM 738","I09074 - Mogadalai P. Gururajan","","","7A-MT-103-08:30:00-09:25:00"
"MM 738","Kulkarni Ajit R.","30","1","1A-MT-103-08:30:00-09:25:001C-MT-103-10:35:00-11:30:001B-MT-103-09:30:00-10:25:00"
"MM 738","671006 - Ajit R. Kulkarni","","","7A-MT-103-08:30:00-09:25:00"
"MM 738 (ARK)","","","",""
"MM 741","N.N.Viswanathan","0","10","10A-MT-117-14:00:00-15:25:0010B-MT-117-14:00:00-15:25:00"
"MM 741","Sudhanshu Mallick","0","10","10A-MT-117-14:00:00-15:25:0010B-MT-117-14:00:00-15:25:00"
"MM 741","M.P. Gururajan","0","10","10B-MT-117-14:00:00-15:25:0010A-MT-117-14:00:00-15:25:00"
"MM 741","S. V. Ghaisas","0","10","10A-MT-117-14:00:00-15:25:0010B-MT-117-14:00:00-15:25:00"
"MM 741/4 (SVG)","","","",""
"MM 792","Sumit Saxena","46","4","4C-MT-103-09:30:00-10:25:004A-MT-103-11:35:00-12:30:00"
"MM 792 (SUS)","","","",""
"MM312 (IS,MJNV)","","","",""
"MM452 (AM)","","","",""
"MM452/2 (RA)","","","",""
"MM659 (TA TUTORIAL)","","","",""
"MMS801","Shobha Shukla","24","X","XC-MT-131-17:30:00-18:55:00"
"MNG601","Ashish Pandey","117","",""
"MNG603","Usha Ananthakumar","120","",""
"MNG605","Arti D Kalro","116","",""
"MNG607","Varadraj B. Bapat","119","",""
"MNG608","Kiran Kumar Momaya","107","",""
"MNG609","Trupti Mishra","118","",""
"MNG611","Bhargava S","116","",""
"MNG612","Ashish Singh","18","",""
"MNG613","Gajendra Adil","6","",""
"MNG614","Jha Shishir Kumar","108","",""
"MNG617","Pankaj Dutta","119","",""
"MNG618","Dinesh Sharma","60","",""
"MNG619","Sarthak Gaurav","116","",""
"MNG620","Trupti Mishra","17","",""
"MNG621","T.T. Niranjan","117","",""
"MNG622","A. Ghosh","108","",""
"MNG623","Bhargava S","107","",""
"MNG625","Varadraj B. Bapat","117","",""
"MNG626","Rahul Patil","63","",""
"MNG629","Jha Shishir Kumar","51","",""
"MNG633","Indrajit Mukherjee","44","",""
"MNG635","Gajendra Adil","21","",""
"MNG643","Bhargava S","36","",""
"MNG645","T.T. Niranjan","0","",""
"MNG646","Pankaj Dutta","54","",""
"MNG650","S.N.Rao","37","",""
"MNG653","S.N.Rao","16","",""
"MNG661","Bhargava S","15","",""
"MNG677","Ashish Pandey","15","",""
"MNG691","Sonar M Rajendra","48","",""
"MNG696","A. Ghosh","6","",""
"MNG703","Bhargava S","44","",""
"MNG704","Sarthak Gaurav","63","",""
"MNG705","Rahul Patil","49","",""
"MNG792","Trupti Mishra","10","",""
"MNG792","Vinish Kathuria","10","",""
"MNG802","Indrajit Mukherjee","42","",""
"MNG803","Ashish Singh","9","",""
"MNG803","Sarthak Gaurav","9","",""
"OFFICE OF DEAN-IR,IIT BOMBAY","","","",""
"PH 107","I94091 - Sankagiri Umasankar","","","X3-LT 301-16:00:00-17:00:00X3-LT 302-16:00:00-17:00:00X3-LT 303-16:00:00-17:00:00X3-LT 202-16:00:00-17:00:00X3-LT 203-16:00:00-17:00:00"
"PH 107","I09117 - Bhagawantrao N. Jagatap","","","3B-LT 304-11:35:00-12:30:003B-LT 305-11:35:00-12:30:003B-LT 306-11:35:00-12:30:003B-LT 205-11:35:00-12:30:003B-LT 206-11:35:00-12:30:00"
"PH 107","I11030 - Parinda Vasa","","","3B-LT 301-11:35:00-12:30:003B-LT 302-11:35:00-12:30:003B-LT 303-11:35:00-12:30:003B-LT 202-11:35:00-12:30:003B-LT 203-11:35:00-12:30:00"
